report,entity,field_name,field_description
FFIEC_031,LC_2001_BANACONSOLDT,RCON9224,LEI: Report only if your institution already has an LEI
FFIEC_031,LC_2001_BANACONSOLDT,RCONA545,"Has the reporting institution been consolidated with a parent bank or savings association in that parent bank's or parent savings association's Call Report? If so, report the legal title and FDIC Certificate Number of the parent bank or parent savings association"
FFIEC_031,LC_2001_BANACONSOLDT,RCONG463,"Does the bank act as a trustee or custodian for Individual Retirement Accounts, Health Savings Accounts, and other similar accounts?"
FFIEC_031,LC_2001_BANACONSOLDT,RCONG464,"Does the bank provide custody, safekeeping, or other services involving the acceptance of orders for the sale or purchase of securities?"
FFIEC_031,LC_2001_BANACONSOLDT,RCONKX18,"Did your institution adopt ASU N0. 2016-13, measurement of credit losses on financial instruments?"
FFIEC_031,LC_2001_BANACONSOLDT,RCONL133,"Does the institution use the Home Owners' Loan Act (HOLA) QTL test or the Internal Revenue Service Domestic Building and Loan Association (IRS DBLA) test to determine its QTL compliance? (for the HOLA QTL test, enter 1; for the IRS DBLA test, enter 2)"
FFIEC_031,LC_2001_BANACONSOLDT,RCONL135,"Has the institution been in compliance with the HOLA QTL test as of each month end during the quarter or the IRS DBLA test for its most recent taxable year, as applicable?"
FFIEC_031,LC_2001_BANACONSOLDT,RCONP752,"Does your institution offer one or more consumer deposit account products, i.e., transaction account or nontransaction savings account deposit products intended primarily for individuals for personal, household, or family use?"
FFIEC_031,LC_2001_BANACONSOLDT,RC_C_WKSH1_PASSTHRU_ADJ,"Worksheet Passthru Active if ""OK"""
FFIEC_031,LC_2001_BANACONSOLDT,RC_C_WKSH2_PASSTHRU_ADJ,"Worksheet Passthru Active if ""OK"""
FFIEC_031,LC_2001_BANACONSOLDT,RC_N_WKSH1_PASSTHRU_ADJ,"Worksheet Passthru Active if ""OK"""
FFIEC_031,LC_2001_BANACONSOLDT,RIAD4769,Comments (RI-E)?
FFIEC_031,LC_2001_BANACONSOLDT,RIAD9106,"If the reporting bank has restated its balance sheet as a result of applying push down accounting this calendar year, report the date of the bank's acquisition"
FFIEC_031,LC_2001_BANACONSOLDT,RIADA530,Does the reporting bank have a Subchapter S election in effect for federal income tax purposes for the current tax year?
FFIEC_031,LC_2001_BANACONSOLDT,RIID,RIID Number
FFIEC_031,LC_2001_BANACONSOLDT,RND,ROUNDING FACTOR
FFIEC_031,LC_2001_BANACONSOLDT,RND_MUL,MULTIPLIER FOR ROUNDING FACTOR
FFIEC_031,LC_2001_BANACONSOLDT,RSSD9017,Legal Title of Bank
FFIEC_031,LC_2001_BANACONSOLDT,RSSD9050,FDIC Certificate number
FFIEC_031,LC_2001_BANACONSOLDT,RSSD9130,City
FFIEC_031,LC_2001_BANACONSOLDT,RSSD9200,State Abbreviation
FFIEC_031,LC_2001_BANACONSOLDT,RSSD9220,ZIP Code
FFIEC_031,LC_2001_BANACONSOLDT,SCH_R_RND,ROUNDING FACTOR FOR SCHEDULE R
FFIEC_031,LC_2001_BANACONSOLDT,SCH_R_RND_MUL,MULTIPLIER FOR ROUNDING FACTOR FOR SCHEDULE R
FFIEC_031,LC_2001_BANACONSOLDT,TE01N528,"URLs of all other public-facing Internet Web sites that the reporting institution uses to accept or solicit deposits from the public, if any (Example: www.examplebank.biz):"
FFIEC_031,LC_2001_BANACONSOLDT,TE01N529,"Trade names other than the reporting institution's legal title used to identify one or more of the institution's physical offices at which deposits are accepted or solicited from the public, if any:"
FFIEC_031,LC_2001_BANACONSOLDT,TE02N528,"URLs of all other public-facing Internet Web sites that the reporting institution uses to accept or solicit deposits from the public, if any (Example: www.examplebank.biz):"
FFIEC_031,LC_2001_BANACONSOLDT,TE02N529,"Trade names other than the reporting institution's legal title used to identify one or more of the institution's physical offices at which deposits are accepted or solicited from the public, if any:"
FFIEC_031,LC_2001_BANACONSOLDT,TE03N528,"URLs of all other public-facing Internet Web sites that the reporting institution uses to accept or solicit deposits from the public, if any (Example: www.examplebank.biz):"
FFIEC_031,LC_2001_BANACONSOLDT,TE03N529,"Trade names other than the reporting institution's legal title used to identify one or more of the institution's physical offices at which deposits are accepted or solicited from the public, if any:"
